Fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
5/31/2022,Formosa,Mujer,27,Argentina,No,Si,No,Si,No,No,No,No,No,No,No,No,Otro,Varon
5/31/2022,Buenos Aires,Varon,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Mujer
5/31/2022,Tucumán,Mujer,24,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Buenos Aires,Mujer,39,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Tucumán,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,44,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,56,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Ciudad Autónoma de Buenos Aires,Mujer,38,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Buenos Aires,Mujer,35,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Otro,Varon
5/31/2022,Buenos Aires,Mujer,44,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Buenos Aires,Mujer,24,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Buenos Aires,Mujer,37,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
5/31/2022,Buenos Aires,Mujer,47,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
5/31/2022,Buenos Aires,Mujer,18,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Buenos Aires,Mujer,33,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Buenos Aires,Mujer,29,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
5/31/2022,Buenos Aires,Mujer Trans,32,Argentina,No,Si,No,No,Si,No,Si,No,No,No,No,No,Otro,Otro
6/1/2022,Buenos Aires,Mujer,23,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Salta,Mujer,28,Argentina,No,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Catamarca,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Entre Ríos,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,36,Argentina,No,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,30,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Jujuy,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Mendoza,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Santiago Del Estero,Mujer,51,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Santiago Del Estero,Mujer,55,Argentina,No,No,No,Si,Si,No,Si,Si,No,No,No,No,Superior jerarquico,Varon
6/1/2022,Santa Fe,Mujer,45,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,32,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,27,Boliviana,No,No,Si,No,No,No,No,Si,No,No,No,No,Superior jerarquico,Varon
6/1/2022,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Mendoza,Mujer,42,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,21,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Cordoba,Mujer,29,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
6/1/2022,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,28,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Mujer,50,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Mujer,38,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Mujer
6/1/2022,Buenos Aires,Mujer,36,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,43,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Mujer,13,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,48,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Mujer,43,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,22,Argentina,No,Si,Si,No,No,No,No,Si,No,No,No,No,Otro,Varon
6/1/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,Si,Otro,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Mujer,39,Peruana,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Ciudad Autónoma de Buenos Aires,Varon,26,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
6/1/2022,Buenos Aires,Mujer Trans,20,Argentina,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,Otro,Varon
6/1/2022,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,60,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/1/2022,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/1/2022,Buenos Aires,Mujer,55,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Mujer
6/1/2022,Buenos Aires,Mujer,58,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,37,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Mendoza,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,24,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
6/2/2022,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Tucumán,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,64,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,33,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,47,Boliviana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,34,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Salta,Mujer,28,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Cordoba,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Río Negro,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,17,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,28,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Salta,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,42,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,52,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,23,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,60,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,47,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,55,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,39,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Ciudad Autónoma de Buenos Aires,Mujer,27,Chilena,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,24,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
6/2/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/2/2022,Buenos Aires,Mujer,70,Chilena,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,64,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,39,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,54,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,Si,Si,Si,No,Si,No,No,No,Pareja,Varon
6/2/2022,Buenos Aires,Mujer,22,Paraguaya,No,Si,No,No,Si,Si,Si,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,41,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,56,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,44,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Cordoba,Mujer,36,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Jujuy,Mujer,42,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,17,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
6/3/2022,Buenos Aires,Mujer,38,Venezolana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,43,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Entre Ríos,Mujer,27,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,46,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,17,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Corrientes,Mujer,36,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,35,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Santa Fe,Mujer,11,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Corrientes,Mujer,50,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,21,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Entre Ríos,Mujer,60,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,33,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,42,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,50,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,62,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,46,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,48,Boliviana,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,37,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,44,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,34,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,50,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,22,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,29,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,40,Boliviana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,33,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Ciudad Autónoma de Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,57,Argentina,Si,Si,No,No,No,No,No,Si,No,No,No,No,Otro,Varon
6/3/2022,Buenos Aires,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,47,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,32,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
6/3/2022,Buenos Aires,Mujer,40,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,27,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,41,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,32,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,21,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/3/2022,Buenos Aires,Mujer,38,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/3/2022,Buenos Aires,Mujer,40,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,46,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,48,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Tucumán,Mujer,33,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,48,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Jujuy,Mujer,32,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,53,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Corrientes,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,70,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Jujuy,Mujer,39,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Cordoba,Mujer,25,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,64,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,San Luis,Mujer,32,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,59,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,6,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
6/4/2022,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,43,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Santa Fe,Mujer,21,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
6/4/2022,Buenos Aires,Mujer,51,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Ciudad Autónoma de Buenos Aires,Mujer,33,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Ciudad Autónoma de Buenos Aires,Mujer,40,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,77,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,29,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,25,Boliviana,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/4/2022,Buenos Aires,Mujer,16,Argentina,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
6/4/2022,Buenos Aires,Mujer,84,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
6/4/2022,Buenos Aires,Mujer,25,Argentina,No,Si,No,Si,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Mujer
6/4/2022,Buenos Aires,Mujer,46,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/4/2022,Buenos Aires,Mujer,60,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
6/5/2022,San Luis,Mujer,41,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Salta,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/5/2022,Mendoza,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Buenos Aires,Mujer,48,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Jujuy,Mujer,32,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Buenos Aires,Mujer,34,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
6/5/2022,Buenos Aires,Mujer,20,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Buenos Aires,Mujer,60,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Buenos Aires,Mujer,57,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6/5/2022,Buenos Aires,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
6/5/2022,Ciudad Autónoma de Buenos Aires,Mujer,35,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
